# version:2018-05-05 15:52:33
# WORD	TF	IDF	ATTR
VIRAGE	20	20	n
VISION	20	20	n
VOLANT	20	20	n
WASHER	20	20	n
WINDOW	20	20	n
WULING	20	20	n
XANTIA	20	20	n
XINKAI	20	20	n
XTERRA	20	20	n
YORKER	20	20	n
YQJLDF	20	20	n
YUEJIN	20	20	n
YUMSUN	20	20	n
YUNQUE	20	20	n
ZAFIRA	20	20	n
ZAGATO	20	20	n
ZAPATA	20	20	n
ZHANQI	20	20	n
ZINGER	20	20	n
ZKBXLB	20	20	n
ZUNCHI	20	20	n
ZXJCGQ	20	20	n
ZXQFCT	20	20	n
ато	20	20	n
бак	20	20	n
без	20	20	n
Вал	20	20	n
вал	20	20	n
ГРМ	20	20	n
для	20	20	n
оси	20	20	n
一汽	20	20	n
万丰	20	20	n
三菱	20	20	n
上汽	20	20	n
下杠	20	20	n
世嘉	20	20	n
世纪	20	20	n
东南	20	20	n
东方	20	20	n
东风	20	20	n
中兴	20	20	n
中华	20	20	n
中网	20	20	n
丰田	20	20	n
主席	20	20	n
丽舍	20	20	n
之光	20	20	n
之子	20	20	n
之星	20	20	n
乐歌	20	20	n
乐风	20	20	n
乐驰	20	20	n
云雀	20	20	n
五菱	20	20	n
享御	20	20	n
伊兰	20	20	n
伍德	20	20	n
众泰	20	20	n
传祺	20	20	n
伽马	20	20	n
佳乐	20	20	n
佳奔	20	20	n
佳宝	20	20	n
佳美	20	20	n
侧围	20	20	n
俊风	20	20	n
保养	20	20	n
傲虎	20	20	n
元素	20	20	n
克尔	20	20	n
全新	20	20	n
兰德	20	20	n
其他	20	20	n
其它	20	20	n
典雅	20	20	n
凌志	20	20	n
凌派	20	20	n
凌渡	20	20	n
凌特	20	20	n
凯尊	20	20	n
凯斯	20	20	n
凯旋	20	20	n
凯越	20	20	n
创酷	20	20	n
利亚	20	20	n
利兰	20	20	n
别克	20	20	n
前减	20	20	n
前机	20	20	n
前杠	20	20	n
前桥	20	20	n
前裙	20	20	n
前部	20	20	n
力士	20	20	n
力帆	20	20	n
力狮	20	20	n
劲炫	20	20	n
劲畅	20	20	n
勇士	20	20	n
北京	20	20	n
北汽	20	20	n
半轴	20	20	n
华利	20	20	n
华普	20	20	n
华沙	20	20	n
华泰	20	20	n
博悦	20	20	n
卡缤	20	20	n
卢布	20	20	n
卫士	20	20	n
双环	20	20	n
双龙	20	20	n
发现	20	20	n
可赛	20	20	n
吉优	20	20	n
吉利	20	20	n
吉奥	20	20	n
吉普	20	20	n
同悦	20	20	n
名使	20	20	n
名图	20	20	n
名爵	20	20	n
名驭	20	20	n
后减	20	20	n
后机	20	20	n
后杠	20	20	n
后桥	20	20	n
后部	20	20	n
君威	20	20	n
君王	20	20	n
君越	20	20	n
君阁	20	20	n
启辰	20	20	n
和悦	20	20	n
哈弗	20	20	n
哈飞	20	20	n
哥瑞	20	20	n
喇叭	20	20	n
喷嘴	20	20	n
嘉华	20	20	n
圣塔	20	20	n
坦途	20	20	n
型格	20	20	n
埃尔	20	20	n
城市	20	20	n
域胜	20	20	n
塔塔	20	20	n
塞纳	20	20	n
夏利	20	20	n
夏朗	20	20	n
多拉	20	20	n
大众	20	20	n
大发	20	20	n
大宇	20	20	n
大捷	20	20	n
大灯	20	20	n
大瓦	20	20	n
大迪	20	20	n
天津	20	20	n
天籁	20	20	n
天线	20	20	n
天语	20	20	n
天际	20	20	n
天马	20	20	n
奇兵	20	20	n
奇思	20	20	n
奇瑞	20	20	n
奇骏	20	20	n
奔奔	20	20	n
奔腾	20	20	n
奔驰	20	20	n
奕鸥	20	20	n
奥丁	20	20	n
奥拓	20	20	n
奥迪	20	20	n
威旺	20	20	n
威朗	20	20	n
威达	20	20	n
威雷	20	20	n
威霆	20	20	n
威驰	20	20	n
威麟	20	20	n
字标	20	20	n
安驰	20	20	n
宏光	20	20	n
宝来	20	20	n
宝腾	20	20	n
宝马	20	20	n
宝骏	20	20	n
宝龙	20	20	n
宾悦	20	20	n
富奇	20	20	n
富康	20	20	n
富豪	20	20	n
尊驰	20	20	n
小子	20	20	n
小星	20	20	n
小瓦	20	20	n
小马	20	20	n
尚酷	20	20	n
尼桑	20	20	n
尾灯	20	20	n
屯果	20	20	n
帅客	20	20	n
帝威	20	20	n
帝豪	20	20	n
幻速	20	20	n
广州	20	20	n
广汽	20	20	n
庆铃	20	20	n
开瑞	20	20	n
开迪	20	20	n
弗利	20	20	n
弹簧	20	20	n
强鹿	20	20	n
彩虹	20	20	n
征途	20	20	n
御轩	20	20	n
微型	20	20	n
德拉	20	20	n
志翔	20	20	n
思域	20	20	n
思迪	20	20	n
思铭	20	20	n
思锐	20	20	n
悍马	20	20	n
悦动	20	20	n
悦悦	20	20	n
悦翔	20	20	n
悬挂	20	20	n
悬架	20	20	n
惰轮	20	20	n
戈蓝	20	20	n
战旗	20	20	n
手柄	20	20	n
披露	20	20	n
拉克	20	20	n
拉卡	20	20	n
拉宝	20	20	n
拉杆	20	20	n
拉格	20	20	n
拉达	20	20	n
捷利	20	20	n
捷豹	20	20	n
捷达	20	20	n
捷龙	20	20	n
揽胜	20	20	n
摆臂	20	20	n
摩梭	20	20	n
支架	20	20	n
斯威	20	20	n
斯特	20	20	n
新凯	20	20	n
旋风	20	20	n
旗云	20	20	n
旗胜	20	20	n
旗舰	20	20	n
无限	20	20	n
日产	20	20	n
日野	20	20	n
时韵	20	20	n
昌河	20	20	n
明锐	20	20	n
昕动	20	20	n
昕锐	20	20	n
星光	20	20	n
星锐	20	20	n
星韵	20	20	n
普拉	20	20	n
普瑞	20	20	n
景程	20	20	n
景逸	20	20	n
晶锐	20	20	n
智跑	20	20	n
曙光	20	20	n
曲轴	20	20	n
朋多	20	20	n
朗动	20	20	n
朗境	20	20	n
朗行	20	20	n
朗逸	20	20	n
未来	20	20	n
本田	20	20	n
机油	20	20	n
机滤	20	20	n
杰勋	20	20	n
杰德	20	20	n
极致	20	20	n
林肯	20	20	n
柯西	20	20	n
标致	20	20	n
森林	20	20	n
森雅	20	20	n
棱镜	20	20	n
楼兰	20	20	n
欢动	20	20	n
欧宝	20	20	n
欧朗	20	20	n
欧诺	20	20	n
步威	20	20	n
气门	20	20	n
水泵	20	20	n
水管	20	20	n
水箱	20	20	n
汉江	20	20	n
江南	20	20	n
江淮	20	20	n
江铃	20	20	n
汽车	20	20	n
沃克	20	20	n
沙龙	20	20	n
油封	20	20	n
油滤	20	20	n
油管	20	20	n
法尔	20	20	n
活塞	20	20	n
派喜	20	20	n
派朗	20	20	n
浪迪	20	20	n
海格	20	20	n
海狮	20	20	n
海豚	20	20	n
海象	20	20	n
海马	20	20	n
游猎	20	20	n
滤网	20	20	n
火嘴	20	20	n
爱腾	20	20	n
爵士	20	20	n
特杰	20	20	n
特洛	20	20	n
特锐	20	20	n
犀牛	20	20	n
狮跑	20	20	n
猎豹	20	20	n
王子	20	20	n
玛驰	20	20	n
现代	20	20	n
球头	20	20	n
球笼	20	20	n
理念	20	20	n
瑞奕	20	20	n
瑞泽	20	20	n
瑞纳	20	20	n
瑞虎	20	20	n
瑞风	20	20	n
瑞鹰	20	20	n
瑞麒	20	20	n
瓦利	20	20	n
电器	20	20	n
电容	20	20	n
电阻	20	20	n
百年	20	20	n
皇冠	20	20	n
皮卡	20	20	n
皮带	20	20	n
睿骋	20	20	n
福星	20	20	n
福特	20	20	n
福瑞	20	20	n
福田	20	20	n
福铃	20	20	n
秀尔	20	20	n
秀玛	20	20	n
科拉	20	20	n
空滤	20	20	n
穿梭	20	20	n
窗标	20	20	n
竞技	20	20	n
管路	20	20	n
精灵	20	20	n
红旗	20	20	n
纬度	20	20	n
绅宝	20	20	n
维拉	20	20	n
维特	20	20	n
缤智	20	20	n
缸套	20	20	n
缸盖	20	20	n
罗孚	20	20	n
罗拉	20	20	n
罗斯	20	20	n
羊角	20	20	n
美佳	20	20	n
美国	20	20	n
美男	20	20	n
羚羊	20	20	n
翱龙	20	20	n
翼搏	20	20	n
翼虎	20	20	n
翼豹	20	20	n
胶饼	20	20	n
腾势	20	20	n
自由	20	20	n
致悦	20	20	n
致炫	20	20	n
芬特	20	20	n
花冠	20	20	n
苏德	20	20	n
英伦	20	20	n
英朗	20	20	n
英致	20	20	n
荣光	20	20	n
荣威	20	20	n
荣御	20	20	n
莱尔	20	20	n
莱特	20	20	n
菱仕	20	20	n
菱利	20	20	n
菱帅	20	20	n
菱悦	20	20	n
菱惠	20	20	n
菱智	20	20	n
菱绅	20	20	n
菱致	20	20	n
菱通	20	20	n
菱骏	20	20	n
菱麒	20	20	n
菲翔	20	20	n
菲跃	20	20	n
萨博	20	20	n
萨特	20	20	n
蓝天	20	20	n
蓝瑟	20	20	n
蓝鸟	20	20	n
蓝龙	20	20	n
蜘蛛	20	20	n
螺栓	20	20	n
螺母	20	20	n
行者	20	20	n
西特	20	20	n
观致	20	20	n
角灯	20	20	n
解放	20	20	n
讴歌	20	20	n
贝斯	20	20	n
贵族	20	20	n
赛威	20	20	n
赛欧	20	20	n
赛纳	20	20	n
起亚	20	20	n
超人	20	20	n
超级	20	20	n
跃族	20	20	n
跃进	20	20	n
跑车	20	20	n
路坦	20	20	n
路帝	20	20	n
路盛	20	20	n
路虎	20	20	n
踏板	20	20	n
车型	20	20	n
车灯	20	20	n
车身	20	20	n
车门	20	20	n
轩逸	20	20	n
轮毂	20	20	n
轮盖	20	20	n
轮眉	20	20	n
轮胎	20	20	n
轴承	20	20	n
轴瓦	20	20	n
辉腾	20	20	n
辛辣	20	20	n
边灯	20	20	n
达夫	20	20	n
达福	20	20	n
迈腾	20	20	n
远舰	20	20	n
连杆	20	20	n
迪尔	20	20	n
迪欧	20	20	n
迷你	20	20	n
逍客	20	20	n
途乐	20	20	n
途安	20	20	n
途胜	20	20	n
途观	20	20	n
途锐	20	20	n
通用	20	20	n
通田	20	20	n
速威	20	20	n
速派	20	20	n
速腾	20	20	n
速迈	20	20	n
速锐	20	20	n
逸动	20	20	n
逸致	20	20	n
道奇	20	20	n
都市	20	20	n
酷宝	20	20	n
酷派	20	20	n
里程	20	20	n
野帝	20	20	n
金刚	20	20	n
金牛	20	20	n
金龙	20	20	n
铂锐	20	20	n
铃木	20	20	n
铭牌	20	20	n
铰链	20	20	n
链条	20	20	n
链轮	20	20	n
锋范	20	20	n
锐志	20	20	n
锐欧	20	20	n
锐腾	20	20	n
锐行	20	20	n
锐骐	20	20	n
长丰	20	20	n
长城	20	20	n
长安	20	20	n
门铰	20	20	n
阳光	20	20	n
阿尔	20	20	n
阿特	20	20	n
陆地	20	20	n
陆虎	20	20	n
陆铃	20	20	n
陆霸	20	20	n
陆风	20	20	n
雄狮	20	20	n
雅尊	20	20	n
雅特	20	20	n
雅阁	20	20	n
雨刮	20	20	n
雨刷	20	20	n
雨燕	20	20	n
雷佐	20	20	n
雷凌	20	20	n
雷蒙	20	20	n
雷诺	20	20	n
雾灯	20	20	n
霍顿	20	20	n
霸道	20	20	n
霸锐	20	20	n
顶胶	20	20	n
领雅	20	20	n
颐达	20	20	n
风云	20	20	n
风光	20	20	n
风度	20	20	n
风扇	20	20	n
风景	20	20	n
风朗	20	20	n
风神	20	20	n
风行	20	20	n
飞度	20	20	n
飞思	20	20	n
飞扬	20	20	n
飞碟	20	20	n
飞腾	20	20	n
飞轮	20	20	n
飞铃	20	20	n
饰条	20	20	n
马蒂	20	20	n
驭胜	20	20	n
驰鹏	20	20	n
骊威	20	20	n
骏捷	20	20	n
骐菱	20	20	n
骐达	20	20	n
骑士	20	20	n
骞欧	20	20	n
高尔	20	20	n
黄海	20	20	n
黒木	20	20	n
齿圈	20	20	n
80系	20	20	n
A4系	20	20	n
A6系	20	20	n
ACURA	20	20	n
AGILA	20	20	n
AGORA	20	20	n
AIXAM	20	20	n
ALERO	20	20	n
ANCHI	20	20	n
ANGLE	20	20	n
AOLSA	20	20	n
APOYO	20	20	n
APPUI	20	20	n
ARBOL	20	20	n
ARBRE	20	20	n
ARRET	20	20	n
ARWAY	20	20	n
ASDMD	20	20	n
ASPEN	20	20	n
ASTON	20	20	n
ASTRA	20	20	n
ASTRO	20	20	n
ASUNA	20	20	n
ATRAS	20	20	n
AUSLA	20	20	n
AUTRE	20	20	n
AVISO	20	20	n
AXIAL	20	20	n
AZMBE	20	20	n
AZURE	20	20	n
B3系	20	20	n
B5系	20	20	n
B6系	20	20	n
B7系	20	20	n
B8系	20	20	n
B9系	20	20	n
BADAO	20	20	n
BAGUE	20	20	n
BARON	20	20	n
BARRA	20	20	n
BARRE	20	20	n
BESTA	20	20	n
BIELA	20	20	n
BLADE	20	20	n
BLSJQ	20	20	n
BOITE	20	20	n
BOMBA	20	20	n
BONGO	20	20	n
BOXER	20	20	n
BQXNY	20	20	n
BRAKE	20	20	n
BRAVA	20	20	n
BRAZO	20	20	n
BRIDA	20	20	n
BRIDE	20	20	n
BSQYB	20	20	n
BSQYG	20	20	n
BUICK	20	20	n
BUJIA	20	20	n
BUTEE	20	20	n
BXGPM	20	20	n
BXGZJ	20	20	n
BZCGQ	20	20	n
C1500	20	20	n
C1系	20	20	n
C2500	20	20	n
C2系	20	20	n
C3500	20	20	n
CABIN	20	20	n
CABLE	20	20	n
CACHE	20	20	n
CADDY	20	20	n
CAMES	20	20	n
CAMRY	20	20	n
CAMZD	20	20	n
CAPOT	20	20	n
CAPSA	20	20	n
CARGO	20	20	n
CDZZC	20	20	n
CHAIN	20	20	n
CHANA	20	20	n
CHECK	20	20	n
CHERY	20	20	n
CIELO	20	20	n
CIIMO	20	20	n
CIVIC	20	20	n
CLAMP	20	20	n
CLASS	20	20	n
CL系	20	20	n
CORSA	20	20	n
COUPE	20	20	n
COVER	20	20	n
CROSS	20	20	n
CROWN	20	20	n
CRUZE	20	20	n
D3系	20	20	n
D5系	20	20	n
DACIA	20	20	n
DAILY	20	20	n
DAMAS	20	20	n
DARIO	20	20	n
DCDKG	20	20	n
DEBIT	20	20	n
DEERE	20	20	n
DELTA	20	20	n
DENZA	20	20	n
DFXTL	20	20	n
DISCO	20	20	n
DLZXG	20	20	n
DODGE	20	20	n
DRAIN	20	20	n
DRIER	20	20	n
DRIVE	20	20	n
DSKZF	20	20	n
DYDJQ	20	20	n
EAGLE	20	20	n
EINLA	20	20	n
ELISE	20	20	n
EL系	20	20	n
ENVOY	20	20	n
EPICA	20	20	n
EQUUS	20	20	n
EUNOS	20	20	n
EVORA	20	20	n
EXIGE	20	20	n
EXORA	20	20	n
FABIA	20	20	n
FAROS	20	20	n
FDJGG	20	20	n
FEIDI	20	20	n
FENDT	20	20	n
FLOAT	20	20	n
FLUJO	20	20	n
FLYER	20	20	n
FLZCZ	20	20	n
FOCUS	20	20	n
FORTA	20	20	n
FORTE	20	20	n
FOTON	20	20	n
FRAME	20	20	n
FREIN	20	20	n
FRENO	20	20	n
FRONT	20	20	n
FUSEE	20	20	n
G3500	20	20	n
GAMMA	20	20	n
GDCGQ	20	20	n
GEELY	20	20	n
GENIO	20	20	n
GFJMD	20	20	n
GIANT	20	20	n
GLASS	20	20	n
GONOW	20	20	n
GQFYT	20	20	n
GRAND	20	20	n
GREAT	20	20	n
GREIZ	20	20	n
GRILL	20	20	n
GSZDP	20	20	n
GUANG	20	20	n
GUIDE	20	20	n
GYPSY	20	20	n
HAFEI	20	20	n
HAIMA	20	20	n
HAVAL	20	20	n
HHSJT	20	20	n
HIACE	20	20	n
HILUX	20	20	n
HLGZC	20	20	n
HNMZD	20	20	n
HONDA	20	20	n
HONOR	20	20	n
HSJJP	20	20	n
HSXLB	20	20	n
HTXNY	20	20	n
HUALI	20	20	n
HUILE	20	20	n
HYQFL	20	20	n
IBIZA	20	20	n
IDEAL	20	20	n
IDLER	20	20	n
INLET	20	20	n
ISUZU	20	20	n
IVECO	20	20	n
JAUGE	20	20	n
JETTA	20	20	n
JGDKG	20	20	n
JILIN	20	20	n
JIMMY	20	20	n
JOINT	20	20	n
JQGXB	20	20	n
JUEGO	20	20	n
JUMPY	20	20	n
JUNTA	20	20	n
JUSTY	20	20	n
JYCDG	20	20	n
JYDLB	20	20	n
JYLQQ	20	20	n
JZQQN	20	20	n
K1500	20	20	n
K2500	20	20	n
K2700	20	20	n
K2900	20	20	n
K3500	20	20	n
K3600	20	20	n
KALOS	20	20	n
KAMAZ	20	20	n
KARRY	20	20	n
KDLNQ	20	20	n
KDLQQ	20	20	n
KNOCK	20	20	n
KQLLJ	20	20	n
KQLQQ	20	20	n
KUBAO	20	20	n
KYLIN	20	20	n
KYRON	20	20	n
LAGER	20	20	n
LANDY	20	20	n
LANOS	20	20	n
LCBCL	20	20	n
LECHI	20	20	n
LEONE	20	20	n
LEVAS	20	20	n
LEVEL	20	20	n
LEVER	20	20	n
LEVIN	20	20	n
LEXUS	20	20	n
LHQYP	20	20	n
LHTBZ	20	20	n
LIANA	20	20	n
LIBRE	20	20	n
LIFAN	20	20	n
LIGHT	20	20	n
LINEA	20	20	n
LINER	20	20	n
LOTUS	20	20	n
LTCGQ	20	20	n
LUCES	20	20	n
MAPLE	20	20	n
MARCH	20	20	n
MATIZ	20	20	n
MAXUS	20	20	n
MAZDA	20	20	n
METER	20	20	n
MILAN	20	20	n
MORSE	20	20	n
MOTOR	20	20	n
MOUNT	20	20	n
MOYEU	20	20	n
MUSSO	20	20	n
NEXIA	20	20	n
NIVEL	20	20	n
NJFYT	20	20	n
NZJZQ	20	20	n
OTHER	20	20	n
OTING	20	20	n
P3500	20	20	n
PALIO	20	20	n
PANAL	20	20	n
PANEL	20	20	n
PANOZ	20	20	n
PASEO	20	20	n
PEDAL	20	20	n
PERLA	20	20	n
PERNO	20	20	n
PHARE	20	20	n
PHGCT	20	20	n
PILOT	20	20	n
PINON	20	20	n
PINZA	20	20	n
PK带	20	20	n
PLATE	20	20	n
PLATO	20	20	n
PNFRN	20	20	n
POINT	20	20	n
POLEA	20	20	n
POMPE	20	20	n
PORTE	20	20	n
POWER	20	20	n
PQGDH	20	20	n
PQGLS	20	20	n
PRADO	20	20	n
PREVE	20	20	n
PRIDE	20	20	n
PRIUS	20	20	n
PULSE	20	20	n
PUNTO	20	20	n
PUTRA	20	20	n
PZSXG	20	20	n
Q5系	20	20	n
QDJDC	20	20	n
QISHI	20	20	n
QIYUN	20	20	n
QLFCZ	20	20	n
QLXLB	20	20	n
QMSGD	20	20	n
QOROS	20	20	n
QUEUE	20	20	n
QVALE	20	20	n
QYLQQ	20	20	n
QZCGQ	20	20	n
QZPDL	20	20	n
RANGE	20	20	n
RAPID	20	20	n
REGAL	20	20	n
RELAY	20	20	n
RETEN	20	20	n
REVOI	20	20	n
REZZO	20	20	n
RIICH	20	20	n
RINGS	20	20	n
RJXCD	20	20	n
RL系	20	20	n
RODEO	20	20	n
ROEWE	20	20	n
ROMEO	20	20	n
ROTOR	20	20	n
ROUES	20	20	n
ROVER	20	20	n
RUEDA	20	20	n
RUIQI	20	20	n
S-MAX	20	20	n
S2000	20	20	n
SABLE	20	20	n
SABRE	20	20	n
SAIPA	20	20	n
SANTA	20	20	n
SATIS	20	20	n
SAVVY	20	20	n
SCDKG	20	20	n
SCDZB	20	20	n
SCGYX	20	20	n
SCION	20	20	n
SCQHS	20	20	n
SCREW	20	20	n
SCZLB	20	20	n
SCZLQ	20	20	n
SDCGQ	20	20	n
SELLO	20	20	n
SERIE	20	20	n
SGZSZ	20	20	n
SHAFT	20	20	n
SHENG	20	20	n
SHIFT	20	20	n
SHOCK	20	20	n
SHUMA	20	20	n
SIENA	20	20	n
SIGMA	20	20	n
SIRUI	20	20	n
SKODA	20	20	n
SLAVE	20	20	n
SMART	20	20	n
SOBOL	20	20	n
SONDA	20	20	n
SONDE	20	20	n
SPARK	20	20	n
SPEED	20	20	n
SPORT	20	20	n
SRQFS	20	20	n
SRQRG	20	20	n
SSANG	20	20	n
STRUT	20	20	n
SUNNY	20	20	n
SUPER	20	20	n
SUPP.	20	20	n
SUPRA	20	20	n
SURUI	20	20	n
SUWEI	20	20	n
SWCGQ	20	20	n
SWIFT	20	20	n
SXZPP	20	20	n
SYCHQ	20	20	n
TAPON	20	20	n
TEANA	20	20	n
TELCO	20	20	n
TESLA	20	20	n
TIGGO	20	20	n
TIIDA	20	20	n
TL系	20	20	n
TOPIC	20	20	n
TORRO	20	20	n
TOSCA	20	20	n
TRACO	20	20	n
TRADE	20	20	n
TRAIL	20	20	n
TRAP.	20	20	n
TRUXO	20	20	n
TSURA	20	20	n
TSURU	20	20	n
TURBO	20	20	n
TUYAU	20	20	n
URVAN	20	20	n
USURE	20	20	n
V8系	20	20	n
VACIO	20	20	n
VALVE	20	20	n
VANEO	20	20	n
VANNE	20	20	n
VARIO	20	20	n
VENGA	20	20	n
VERNA	20	20	n
VERSA	20	20	n
VERSO	20	20	n
VEZEL	20	20	n
VIANO	20	20	n
VIPER	20	20	n
VITRE	20	20	n
VIVIO	20	20	n
VOLGA	20	20	n
VOLVO	20	20	n
WAGON	20	20	n
WATER	20	20	n
WDCGQ	20	20	n
WEWYT	20	20	n
WHEEL	20	20	n
WIPER	20	20	n
WKSHE	20	20	n
WLZYQ	20	20	n
XENIA	20	20	n
XENON	20	20	n
XJHCJ	20	20	n
XSARA	20	20	n
XSQDJ	20	20	n
XWCGQ	20	20	n
XWHCK	20	20	n
YARIS	20	20	n
YLCGQ	20	20	n
YLZKG	20	20	n
YQFLQ	20	20	n
YQHEB	20	20	n
YQMZD	20	20	n
YUKON	20	20	n
YULON	20	20	n
YYCGQ	20	20	n
ZCXLB	20	20	n
ZDZLQ	20	20	n
ZHENG	20	20	n
ZJLZC	20	20	n
ZKZLB	20	20	n
ZOTYE	20	20	n
ZSCGQ	20	20	n
ZXCDB	20	20	n
ZXJZQ	20	20	n
ZXQZC	20	20	n
ZXXHD	20	20	n
ZXZDB	20	20	n
ZXZLB	20	20	n
1007	20	20	n
1800	20	20	n
1系	20	20	n
2008	20	20	n
2系	20	20	n
3008	20	20	n
300C	20	20	n
300M	20	20	n
3系	20	20	n
4007	20	20	n
4008	20	20	n
4系	20	20	n
5008	20	20	n
5系	20	20	n
6系	20	20	n
7系	20	20	n
8系	20	20	n
9-4X	20	20	n
9-7X	20	20	n
9000	20	20	n
AEBN	20	20	n
AGUA	20	20	n
AIRE	20	20	n
ALFA	20	20	n
ALTO	20	20	n
ALZA	20	20	n
AQQN	20	20	n
ASIA	20	20	n
ASPA	20	20	n
ASSY	20	20	n
ATOS	20	20	n
AUDI	20	20	n
AURA	20	20	n
AUTO	20	20	n
AVEO	20	20	n
AXER	20	20	n
AXIA	20	20	n
AXLE	20	20	n
AYGO	20	20	n
A级	20	20	n
BACK	20	20	n
BAIC	20	20	n
BALL	20	20	n
BARS	20	20	n
BBDC	20	20	n
BEAM	20	20	n
BELT	20	20	n
BENZ	20	20	n
BJ20	20	20	n
BJBC	20	20	n
BJEV	20	20	n
BJJP	20	20	n
BJXD	20	20	n
BLYS	20	20	n
BODY	20	20	n
BOLT	20	20	n
BOOT	20	20	n
BORA	20	20	n
BQHS	20	20	n
BQSB	20	20	n
BQWW	20	20	n
BQZZ	20	20	n
BRAS	20	20	n
BUZO	20	20	n
BXGD	20	20	n
BXGG	20	20	n
BXJD	20	20	n
B系	20	20	n
CAFT	20	20	n
CAJA	20	20	n
CAME	20	20	n
CAPO	20	20	n
CASE	20	20	n
CCBL	20	20	n
CGQC	20	20	n
CHAI	20	20	n
CIL.	20	20	n
CITY	20	20	n
CLIP	20	20	n
CLQC	20	20	n
CODA	20	20	n
COIL	20	20	n
COL.	20	20	n
COLT	20	20	n
CR-V	20	20	n
CS10	20	20	n
CUBO	20	20	n
CX-5	20	20	n
CX-7	20	20	n
CX20	20	20	n
CX30	20	20	n
C级	20	20	n
DADI	20	20	n
DAIR	20	20	n
DCKG	20	20	n
DCLD	20	20	n
DDBL	20	20	n
DDKG	20	20	n
DDZJ	20	20	n
DFAC	20	20	n
DFBL	20	20	n
DFBT	20	20	n
DFBZ	20	20	n
DFFD	20	20	n
DFFG	20	20	n
DFFS	20	20	n
DFFX	20	20	n
DFRC	20	20	n
DFXK	20	20	n
DHBJ	20	20	n
DHKG	20	20	n
DHMK	20	20	n
DHSX	20	20	n
DHTJ	20	20	n
DHXQ	20	20	n
DHXT	20	20	n
DIR.	20	20	n
DISC	20	20	n
DNQC	20	20	n
DNSL	20	20	n
DOOR	20	20	n
DRUM	20	20	n
DYNA	20	20	n
DZTT	20	20	n
EADO	20	20	n
EVOQ	20	20	n
E系	20	20	n
F103	20	20	n
FARO	20	20	n
FDJG	20	20	n
FDQG	20	20	n
FENG	20	20	n
FIAT	20	20	n
FJBC	20	20	n
FJDA	20	20	n
FLAP	20	20	n
FLEX	20	20	n
FLZC	20	20	n
FORD	20	20	n
FQQT	20	20	n
FSHZ	20	20	n
FSZJ	20	20	n
FUEL	20	20	n
FULL	20	20	n
FUQI	20	20	n
FUSE	20	20	n
FUSO	20	20	n
FXPS	20	20	n
FZSB	20	20	n
GEAR	20	20	n
GETZ	20	20	n
GGLS	20	20	n
GLOW	20	20	n
GOLF	20	20	n
GOMA	20	20	n
GQBT	20	20	n
GQFK	20	20	n
GQJA	20	20	n
GQSL	20	20	n
GUIA	20	20	n
GYKG	20	20	n
GYYG	20	20	n
GZFT	20	20	n
GZQC	20	20	n
G系	20	20	n
H100	20	20	n
H220	20	20	n
H230	20	20	n
H320	20	20	n
H330	20	20	n
H530	20	20	n
H800	20	20	n
HCBM	20	20	n
HCJB	20	20	n
HEAD	20	20	n
HEAT	20	20	n
HINO	20	20	n
HONG	20	20	n
HOOD	20	20	n
HOOK	20	20	n
HORN	20	20	n
HOSE	20	20	n
HSJZ	20	20	n
IDLE	20	20	n
IEV4	20	20	n
IEV5	20	20	n
IRIZ	20	20	n
IX20	20	20	n
IX25	20	20	n
IX35	20	20	n
IX55	20	20	n
JADE	20	20	n
JAZZ	20	20	n
JDBL	20	20	n
JDQZ	20	20	n
JEEP	20	20	n
JEUX	20	20	n
JGLS	20	20	n
JGLX	20	20	n
JLQC	20	20	n
JLQQ	20	20	n
JOHN	20	20	n
JQGD	20	20	n
JWQG	20	20	n
JYKG	20	20	n
KDLK	20	20	n
KEYS	20	20	n
KITS	20	20	n
KLSL	20	20	n
KNOB	20	20	n
KUGA	20	20	n
L200	20	20	n
L300	20	20	n
L400	20	20	n
LABO	20	20	n
LADA	20	20	n
LAME	20	20	n
LAND	20	20	n
LBQC	20	20	n
LCBX	20	20	n
LENS	20	20	n
LEON	20	20	n
LGQT	20	20	n
LGZC	20	20	n
LHFB	20	20	n
LHLX	20	20	n
LHQC	20	20	n
LHQP	20	20	n
LHZB	20	20	n
LINK	20	20	n
LKSS	20	20	n
LNKC	20	20	n
LOCA	20	20	n
LOCK	20	20	n
LOGO	20	20	n
LONG	20	20	n
LOVA	20	20	n
LSLS	20	20	n
LTLM	20	20	n
LTLS	20	20	n
LUBA	20	20	n
LZWL	20	20	n
M500	20	20	n
MACK	20	20	n
MARK	20	20	n
MASS	20	20	n
MAST	20	20	n
MAXX	20	20	n
MEGA	20	20	n
MINI	20	20	n
MKKG	20	20	n
MSDS	20	20	n
MSKR	20	20	n
MSLD	20	20	n
MYVI	20	20	n
M系	20	20	n
NAZA	20	20	n
NEMO	20	20	n
NEON	20	20	n
NFKG	20	20	n
NFSF	20	20	n
NJMJ	20	20	n
OLEY	20	20	n
OMNI	20	20	n
OPEL	20	20	n
OTRO	20	20	n
PARK	20	20	n
PIPE	20	20	n
PITO	20	20	n
PLMS	20	20	n
PLUG	20	20	n
POLO	20	20	n
PONY	20	20	n
POUR	20	20	n
PQGD	20	20	n
PQJG	20	20	n
PSDJ	20	20	n
PUCH	20	20	n
PUMP	20	20	n
PXDP	20	20	n
PXLS	20	20	n
PZSX	20	20	n
